BasalACh2_amici,BasalACh2_copasi,BasalACh2_tellurium,IntermediateACh_amici,IntermediateACh_copasi,IntermediateACh_tellurium,ActiveACh_amici,ActiveACh_copasi,ActiveACh_tellurium,Active_amici,Active_copasi,Active_tellurium,BasalACh_amici,BasalACh_copasi,BasalACh_tellurium,Basal_amici,Basal_copasi,Basal_tellurium,DesensitisedACh2_amici,DesensitisedACh2_copasi,DesensitisedACh2_tellurium,Desensitised_amici,Desensitised_copasi,Desensitised_tellurium,IntermediateACh2_amici,IntermediateACh2_copasi,IntermediateACh2_tellurium,DesensitisedACh_amici,DesensitisedACh_copasi,DesensitisedACh_tellurium,Intermediate_amici,Intermediate_copasi,Intermediate_tellurium,ActiveACh2_amici,ActiveACh2_copasi,ActiveACh2_tellurium
-4.46213067486611e-26,1.4696730822672853e-22,3.0471050305709692e-25,-9.839858177991122e-22,-6.657049372376526e-20,3.0471050305709692e-25,-2.931696037989014e-24,9.598327378201736e-21,3.0471050305709692e-25,-2.931696037989014e-24,9.598327378201736e-21,3.0471050305709692e-25,9.928673355558627e-20,-3.539224452523669e-21,3.0471050305709692e-25,6.611235910674559e-06,6.611236045217267e-06,3.0471050305709692e-25,3.648547175980113e-21,-3.751743913957878e-19,3.0471050305709692e-25,4.563024641087024e-13,3.419002205904131e-13,3.0471050305709692e-25,-9.839858177991122e-22,-6.657049372376526e-20,3.0471050305709692e-25,4.563024641087024e-13,3.419002205904131e-13,3.0471050305709692e-25,4.888070933896655e-09,4.887863612605043e-09,3.0471050305709692e-25,-2.931696037989014e-24,9.598327378201736e-21,3.0471050305709692e-25
8.62235648271235e-26,4.452548322796766e-24,1.2720682668424069e-25,1.901480699380372e-21,-6.510180716984365e-20,1.2720682668424069e-25,5.6650368957774545e-24,2.8969260156487497e-22,1.2720682668424069e-25,5.6650368957774545e-24,2.8969260156487497e-22,1.2720682668424069e-25,6.274806424418512e-20,-5.712218196314238e-21,1.2720682668424069e-25,6.61241049787158e-06,6.612410585425265e-06,1.2720682668424069e-25,1.1946940401882042e-20,-4.462608725561011e-19,1.2720682668424069e-25,3.0575298048838924e-13,2.196244467430305e-13,1.2720682668424069e-25,1.901480699380372e-21,-6.510180716984365e-20,1.2720682668424069e-25,3.0575298048838924e-13,2.196244467430305e-13,1.2720682668424069e-25,4.887634553014819e-09,4.887474684371821e-09,1.2720682668424069e-25,5.6650368957774545e-24,2.8969260156487497e-22,1.2720682668424069e-25
-1.8763293520986628e-25,-1.7663685665263067e-23,5.313053971200462e-26,-4.137809115730995e-21,-3.084514806445043e-20,5.313053971200462e-26,-1.232780664878954e-23,-1.1542797840499114e-21,5.313053971200462e-26,-1.232780664878954e-23,-1.1542797840499114e-21,5.313053971200462e-26,4.0496142871146194e-20,-2.5123612479992134e-22,5.313053971200462e-26,6.613584829412425e-06,6.613584877750771e-06,5.313053971200462e-26,-1.6260485762241722e-20,-2.7267026556915246e-19,5.313053971200462e-26,2.050551311461894e-13,1.4220083110000085e-13,5.313053971200462e-26,-4.137809115730995e-21,-3.084514806445043e-20,5.313053971200462e-26,2.050551311461894e-13,1.4220083110000085e-13,5.313053971200462e-26,4.887314715270795e-09,4.887194455727964e-09,5.313053971200462e-26,-1.232780664878954e-23,-1.1542797840499114e-21,5.313053971200462e-26
3.4522213879563195e-25,-9.6993182952198e-23,2.2202569022418087e-26,7.6130857301582e-21,5.778407086351009e-20,2.2202569022418087e-26,2.268168865702568e-23,-6.3343123038865674e-21,2.2202569022418087e-26,2.268168865702568e-23,-6.3343123038865674e-21,2.2202569022418087e-26,2.5242916077322298e-20,9.126515945588416e-21,2.2202569022418087e-26,6.614758942321518e-06,6.614758968585625e-06,2.2202569022418087e-26,3.2718323120331203e-20,2.758904627890044e-19,2.2202569022418087e-26,1.372182680784307e-13,8.843473298726611e-14,2.2202569022418087e-26,7.6130857301582e-21,5.778407086351009e-20,2.2202569022418087e-26,1.372182680784307e-13,8.843473298726611e-14,2.2202569022418087e-26,4.887073962248031e-09,4.886975959909265e-09,2.2202569022418087e-26,2.268168865702568e-23,-6.3343123038865674e-21,2.2202569022418087e-26
7.9976938115994515e-25,-1.609881213849783e-22,9.283303526808912e-27,1.7637099574139433e-20,1.48874627507925e-19,9.283303526808912e-27,5.254622498790752e-23,-1.0512691959906264e-20,9.283303526808912e-27,5.254622498790752e-23,-1.0512691959906264e-20,9.283303526808912e-27,1.5074089284253144e-20,1.644050162795364e-20,9.283303526808912e-27,6.615932860992494e-06,6.615932881125756e-06,9.283303526808912e-27,7.85191961816734e-20,8.662440483749572e-19,9.283303526808912e-27,9.157293198867117e-14,4.8033620101635674e-14,9.283303526808912e-27,1.7637099574139433e-20,1.48874627507925e-19,9.283303526808912e-27,9.157293198867117e-14,4.8033620101635674e-14,9.283303526808912e-27,4.886887606870544e-09,4.886795742785621e-09,9.283303526808912e-27,5.254622498790752e-23,-1.0512691959906264e-20,9.283303526808912e-27
3.1970626166565897e-25,-6.860481132650674e-24,3.884253694360117e-27,7.050407552432926e-21,1.3340595626408326e-19,3.884253694360117e-27,2.100525156427103e-23,-4.457808677094152e-22,3.884253694360117e-27,2.100525156427103e-23,-4.457808677094152e-22,3.884253694360117e-27,9.956362918107138e-21,1.4698909736612483e-20,3.884253694360117e-27,6.617106601547111e-06,6.617106609867984e-06,3.884253694360117e-27,3.3901376207484044e-20,8.329391415749382e-19,3.884253694360117e-27,6.139161091603468e-14,2.4378691976109153e-14,3.884253694360117e-27,7.050407552432926e-21,1.3340595626408326e-19,3.884253694360117e-27,6.139161091603468e-14,2.4378691976109153e-14,3.884253694360117e-27,4.886739333378648e-09,4.8866594310618066e-09,3.884253694360117e-27,2.100525156427103e-23,-4.457808677094152e-22,3.884253694360117e-27
-8.969486738306507e-27,-3.729065151416718e-24,1.6286553342991554e-27,-1.977920645205775e-22,1.6353172961903835e-19,1.6286553342991554e-27,-5.89310552535647e-25,-2.407203154400445e-22,1.6286553342991554e-27,-5.89310552535647e-25,-2.407203154400445e-22,1.6286553342991554e-27,6.8500301492753e-21,9.674434894740798e-21,1.6286553342991554e-27,6.618280176312096e-06,6.618280202386188e-06,1.6286553342991554e-27,1.2745427502933138e-21,1.0892957342001337e-18,1.6286553342991554e-27,4.1237370033238077e-14,-4.44645453559235e-15,1.6286553342991554e-27,-1.977920645205775e-22,1.6353172961903835e-19,1.6286553342991554e-27,4.1237370033238077e-14,-4.44645453559235e-15,1.6286553342991554e-27,4.886616685283638e-09,4.8865188145802625e-09,1.6286553342991554e-27,-5.89310552535647e-25,-2.407203154400445e-22,1.6286553342991554e-27
-2.0626128827990784e-26,1.2338432156762645e-24,6.826770712212484e-28,-4.548587546052909e-22,1.4533371997446075e-19,6.826770712212484e-28,-1.355172101444496e-24,8.312546391352566e-23,6.826770712212484e-28,-1.355172101444496e-24,8.312546391352566e-23,6.826770712212484e-28,4.541198190410037e-21,2.996845776409823e-21,6.826770712212484e-28,6.6194535934767445e-06,6.6194536275606455e-06,6.826770712212484e-28,-1.1895685509134577e-21,1.019026360042871e-18,6.826770712212484e-28,2.765381291567714e-14,-2.2129582543603386e-14,6.826770712212484e-28,-4.548587546052909e-22,1.4533371997446075e-19,6.826770712212484e-28,2.765381291567714e-14,-2.2129582543603386e-14,6.826770712212484e-28,4.8865113881891016e-09,4.886405431603158e-09,6.826770712212484e-28,-1.355172101444496e-24,8.312546391352566e-23,6.826770712212484e-28
1.4653817107883633e-26,6.2328390926334286e-24,2.865648953163053e-28,3.2315687938590967e-22,8.552643826254715e-20,2.865648953163053e-28,9.62779024449775e-25,4.0860279727666494e-22,2.865648953163053e-28,9.62779024449775e-25,4.0860279727666494e-22,2.865648953163053e-28,2.9476579367834143e-21,-3.2111537959146944e-21,2.865648953163053e-28,6.620626858390643e-06,6.620626886150964e-06,2.865648953163053e-28,1.625195730252189e-21,6.5268480092856425e-19,2.865648953163053e-28,1.8520447981081498e-14,-2.8274280693558662e-14,2.865648953163053e-28,3.2315687938590967e-22,8.552643826254715e-20,2.865648953163053e-28,1.8520447981081498e-14,-2.8274280693558662e-14,2.865648953163053e-28,4.886418039094729e-09,4.886318519794329e-09,2.865648953163053e-28,9.62779024449775e-25,4.0860279727666494e-22,2.865648953163053e-28
3.3310865632103384e-26,7.460019351429983e-24,1.2029282456635855e-28,7.345955969953266e-22,3.6586069187161985e-20,1.2029282456635855e-28,2.1885812010292943e-24,4.879053161627424e-22,1.2029282456635855e-28,2.1885812010292943e-24,4.879053161627424e-22,1.2029282456635855e-28,1.8994209203767235e-21,-1.1188779715039915e-20,1.2029282456635855e-28,6.621799974760401e-06,6.62180000713014e-06,1.2029282456635855e-28,3.2709391190719945e-21,3.5110096194782855e-19,1.2029282456635855e-28,1.2391013734466764e-14,-3.698556726150407e-14,1.2029282456635855e-28,7.345955969953266e-22,3.6586069187161985e-20,1.2029282456635855e-28,1.2391013734466764e-14,-3.698556726150407e-14,1.2029282456635855e-28,4.88633290359233e-09,4.886228754171988e-09,1.2029282456635855e-28,2.1885812010292943e-24,4.879053161627424e-22,1.2029282456635855e-28
-7.041250367398856e-27,2.4123811730958794e-24,5.05616150593512e-29,-1.5527498068937147e-22,4.932789493101248e-21,5.05616150593512e-29,-4.6261403783952895e-25,1.5765592184629627e-22,5.05616150593512e-29,-4.6261403783952895e-25,1.5765592184629627e-22,5.05616150593512e-29,1.2965136681148087e-21,-1.2848271962687872e-20,5.05616150593512e-29,6.622972945082154e-06,6.62297296497301e-06,5.05616150593512e-29,-4.2339085787189563e-22,1.2127831683318216e-19,5.05616150593512e-29,8.3181116293006e-15,-3.4897981381902103e-14,5.05616150593512e-29,-1.5527498068937147e-22,4.932789493101248e-21,5.05616150593512e-29,8.3181116293006e-15,-3.4897981381902103e-14,5.05616150593512e-29,4.8862534715056094e-09,4.886161973709757e-09,5.05616150593512e-29,-4.6261403783952895e-25,1.5765592184629627e-22,5.05616150593512e-29
-9.900504531884165e-27,-2.366542091351003e-24,2.1263054170437307e-29,-2.183326527565189e-22,-2.288491583568245e-20,2.1263054170437307e-29,-6.504801909538785e-25,-1.5497489102099307e-22,2.1263054170437307e-29,-6.504801909538785e-25,-1.5497489102099307e-22,2.1263054170437307e-29,8.727961228790772e-22,-1.314722903636431e-20,2.1263054170437307e-29,6.6241457712080134e-06,6.624145776868638e-06,2.1263054170437307e-29,-8.595082752558836e-22,-9.491943396093388e-20,2.1263054170437307e-29,5.579007863612657e-15,-3.0469357493720056e-14,2.1263054170437307e-29,-2.183326527565189e-22,-2.288491583568245e-20,2.1263054170437307e-29,5.579007863612657e-15,-3.0469357493720056e-14,2.1263054170437307e-29,4.886177873639819e-09,4.886100804319862e-09,2.1263054170437307e-29,-6.504801909538785e-25,-1.5497489102099307e-22,2.1263054170437307e-29
1.658218792640625e-27,-4.017340252708919e-24,8.950066163093784e-30,3.6568215926566196e-23,-3.808427805161812e-20,8.950066163093784e-30,1.0894785200802273e-25,-2.630653959113403e-22,8.950066163093784e-30,1.0894785200802273e-25,-2.630653959113403e-22,8.950066163093784e-30,5.679041057982566e-22,-1.2073133359769152e-20,8.950066163093784e-30,6.625318454350501e-06,6.625318445655162e-06,8.950066163093784e-30,1.6154430002907858e-22,-2.2781421405072443e-19,8.950066163093784e-30,3.735675392483323e-15,-2.507034808843882e-14,8.950066163093784e-30,3.6568215926566196e-23,-3.808427805161812e-20,8.950066163093784e-30,3.735675392483323e-15,-2.507034808843882e-14,8.950066163093784e-30,4.886104911025671e-09,4.886042387703795e-09,8.950066163093784e-30,1.0894785200802273e-25,-2.630653959113403e-22,8.950066163093784e-30
-5.030977458168923e-27,-9.569285533496966e-25,3.772326215125953e-30,-1.1095621125416018e-22,-2.3055875285018545e-20,3.772326215125953e-30,-3.305739817152797e-25,-6.290590915662355e-23,3.772326215125953e-30,-3.305739817152797e-25,-6.290590915662355e-23,3.772326215125953e-30,3.867404994102084e-22,-7.620104331652423e-21,3.772326215125953e-30,6.626490995306633e-06,6.626490969475355e-06,3.772326215125953e-30,-4.5623343180926e-22,-1.5821155579927696e-19,3.772326215125953e-30,2.506255874530906e-15,-1.764933141360076e-14,3.772326215125953e-30,-1.1095621125416018e-22,-2.3055875285018545e-20,3.772326215125953e-30,2.506255874530906e-15,-1.764933141360076e-14,3.772326215125953e-30,4.886033774278411e-09,4.885988613170581e-09,3.772326215125953e-30,-3.305739817152797e-25,-6.290590915662355e-23,3.772326215125953e-30
-2.794710592315345e-27,-7.871266479197474e-25,1.59039235703304e-30,-6.163110048285306e-23,-1.7660977809298883e-20,1.59039235703304e-30,-1.8361723156005612e-25,-5.17208538249164e-23,1.59039235703304e-30,-1.8361723156005612e-25,-5.17208538249164e-23,1.59039235703304e-30,2.589618903602048e-22,-4.389061300959599e-21,1.59039235703304e-30,6.627663394713626e-06,6.627663353916539e-06,1.59039235703304e-30,-2.8090413801442003e-22,-1.4540859389397307e-19,1.59039235703304e-30,1.680096664754525e-15,-1.1063693374549765e-14,1.59039235703304e-30,-6.163110048285306e-23,-1.7660977809298883e-20,1.59039235703304e-30,1.680096664754525e-15,-1.1063693374549765e-14,1.59039235703304e-30,4.885963879684643e-09,4.885933858463005e-09,1.59039235703304e-30,-1.8361723156005612e-25,-5.17208538249164e-23,1.59039235703304e-30
-6.537339045214404e-28,-2.271492207467521e-25,6.775615342346253e-31,-1.4423414003977283e-23,-6.83288593766334e-21,6.775615342346253e-31,-4.2972834685517754e-26,-1.4955895037054036e-23,6.775615342346253e-31,-4.2972834685517754e-26,-1.4955895037054036e-23,6.775615342346253e-31,1.7043957670702837e-22,-1.397047039673401e-21,6.775615342346253e-31,6.6288356529149905e-06,6.62883560053864e-06,6.775615342346253e-31,-7.328003462016978e-23,-8.094949450017303e-20,6.775615342346253e-31,1.1258118649417954e-15,-5.96885642430593e-15,6.775615342346253e-31,-1.4423414003977283e-23,-6.83288593766334e-21,6.775615342346253e-31,1.1258118649417954e-15,-5.96885642430593e-15,6.775615342346253e-31,4.885894841130198e-09,4.885876555752025e-09,6.775615342346253e-31,-4.2972834685517754e-26,-1.4955895037054036e-23,6.775615342346253e-31
-3.9832972463638625e-28,4.454705826674409e-24,2.9125930535586837e-31,-8.788643700480765e-24,5.388970645648387e-20,2.9125930535586837e-31,-2.6184670516297104e-26,2.919084903115102e-22,2.9125930535586837e-31,-2.6184670516297104e-26,2.919084903115102e-22,2.9125930535586837e-31,1.1361314265346802e-22,1.1501392740036575e-20,2.9125930535586837e-31,6.630007770229969e-06,6.630007694332884e-06,2.9125930535586837e-31,-4.3177322762007064e-23,2.585333192318464e-19,2.9125930535586837e-31,7.546729490193393e-16,6.516920693705702e-15,2.9125930535586837e-31,-8.788643700480765e-24,5.388970645648387e-20,2.9125930535586837e-31,7.546729490193393e-16,6.516920693705702e-15,2.9125930535586837e-31,4.885826392268734e-09,4.885831880443135e-09,2.9125930535586837e-31,-2.6184670516297104e-26,2.919084903115102e-22,2.9125930535586837e-31
-1.9736631806415178e-28,1.349339224605434e-23,1.2334259503644118e-31,-4.3519869658583155e-24,1.6741993100742466e-19,1.2334259503644118e-31,-1.2965706480603234e-26,8.84269614697567e-22,1.2334259503644118e-31,-1.2965706480603234e-26,8.84269614697567e-22,1.2334259503644118e-31,7.60629940279985e-23,3.5345565821611905e-20,1.2334259503644118e-31,6.631179746845327e-06,6.6311796333748e-06,1.2334259503644118e-31,-2.2674190504436162e-23,8.827109699744555e-19,1.2334259503644118e-31,5.062422092357691e-16,2.754678456465573e-14,1.2334259503644118e-31,-4.3519869658583155e-24,1.6741993100742466e-19,1.2334259503644118e-31,5.062422092357691e-16,2.754678456465573e-14,1.2334259503644118e-31,4.885758350251598e-09,4.885801794415693e-09,1.2334259503644118e-31,-1.2965706480603234e-26,8.84269614697567e-22,1.2334259503644118e-31
-4.844033873833156e-29,2.2455968159894704e-23,5.341830537899024e-32,-1.0682602474457178e-24,2.812072362702613e-19,5.341830537899024e-32,-3.1826234784345675e-27,1.471663899429038e-21,5.341830537899024e-32,-3.1826234784345675e-27,1.471663899429038e-21,5.341830537899024e-32,5.086678201309901e-23,5.901876038081106e-20,5.341830537899024e-32,6.632351582888573e-06,6.632351433206456e-06,5.341830537899024e-32,-7.47433554255689e-24,1.5159859120538483e-18,5.341830537899024e-32,3.404781831289884e-16,4.795679009062411e-14,5.341830537899024e-32,-1.0682602474457178e-24,2.812072362702613e-19,5.341830537899024e-32,3.404781831289884e-16,4.795679009062411e-14,5.341830537899024e-32,4.8856905907932115e-09,4.885770620487057e-09,5.341830537899024e-32,-3.1826234784345675e-27,1.471663899429038e-21,5.341830537899024e-32
-2.111364165128634e-29,3.0434282958902726e-23,2.2895140726359747e-32,-4.656169830107054e-25,3.8458244976596245e-19,2.2895140726359747e-32,-1.3871993252393988e-27,1.994587471024806e-21,2.2895140726359747e-32,-1.3871993252393988e-27,1.994587471024806e-21,2.2895140726359747e-32,3.38554028811217e-23,8.058343978771005e-20,2.2895140726359747e-32,6.633523278479582e-06,6.633523096180699e-06,2.2895140726359747e-32,-3.4077327822266356e-24,2.0981708384029556e-18,2.2895140726359747e-32,2.275436963220804e-16,6.63735679634066e-14,2.2895140726359747e-32,-4.656169830107054e-25,3.8458244976596245e-19,2.2895140726359747e-32,2.275436963220804e-16,6.63735679634066e-14,2.2895140726359747e-32,4.885623019471778e-09,4.885736000969416e-09,2.2895140726359747e-32,-1.3871993252393988e-27,1.994587471024806e-21,2.2895140726359747e-32
-8.2540490326887e-30,3.652018603378648e-23,9.624945847255891e-33,-1.8337945186317892e-25,4.66876399015509e-19,9.624945847255891e-33,-5.46460428636882e-28,2.3935364560038086e-21,9.624945847255891e-33,-5.46460428636882e-28,2.3935364560038086e-21,9.624945847255891e-33,2.240156969354804e-23,9.81020674123872e-20,9.624945847255891e-33,6.634694833683318e-06,6.634694624650374e-06,9.624945847255891e-33,-1.4658431138963693e-24,2.5690784419547697e-18,9.624945847255891e-33,1.5164515105126562e-16,8.142374887480065e-14,9.624945847255891e-33,-1.8337945186317892e-25,4.66876399015509e-19,9.624945847255891e-33,1.5164515105126562e-16,8.142374887480065e-14,9.624945847255891e-33,4.885555584482538e-09,4.885695578174962e-09,9.624945847255891e-33,-5.46460428636882e-28,2.3935364560038086e-21,9.624945847255891e-33
-2.5921077038728145e-30,3.980552677525303e-23,4.9668776507926776e-33,-5.716234754043666e-26,5.174199115398687e-19,4.9668776507926776e-33,-1.7030830428166033e-28,2.6090069808849237e-21,4.9668776507926776e-33,-1.7030830428166033e-28,2.6090069808849237e-21,4.9668776507926776e-33,1.4746054380990975e-23,1.0963710662491814e-19,4.9668776507926776e-33,6.635866248567129e-06,6.635866020968325e-06,4.9668776507926776e-33,-5.394173342808622e-25,2.8685214156422136e-18,4.9668776507926776e-33,9.981096464734438e-17,9.173396351660151e-14,4.9668776507926776e-33,-5.716234754043666e-26,5.174199115398687e-19,4.9668776507926776e-33,9.981096464734438e-17,9.173396351660151e-14,4.9668776507926776e-33,4.885488242828456e-09,4.885646994415889e-09,4.9668776507926776e-33,-1.7030830428166033e-28,2.6090069808849237e-21,4.9668776507926776e-33
-4.31568774625806e-31,3.938215457401013e-23,3.193619818373272e-33,-9.51790741366121e-27,5.255438148600182e-19,3.193619818373272e-33,-2.8354378936418065e-29,2.5814951721870652e-21,3.193619818373272e-33,-2.8354378936418065e-29,2.5814951721870652e-21,3.193619818373272e-33,9.596171274351917e-24,1.1325102079538048e-19,3.193619818373272e-33,6.63703752316317e-06,6.6370372874873976e-06,3.193619818373272e-33,-1.504098486820631e-25,2.9363124523982583e-18,3.193619818373272e-33,6.515355669071186e-17,9.593084258060613e-14,3.193619818373272e-33,-9.51790741366121e-27,5.255438148600182e-19,3.193619818373272e-33,6.515355669071186e-17,9.593084258060613e-14,3.193619818373272e-33,4.885420971155853e-09,4.885587892004386e-09,3.193619818373272e-33,-2.8354378936418065e-29,2.5814951721870652e-21,3.193619818373272e-33
1.818419767156988e-31,3.434191882076505e-23,1.619391361897474e-33,4.009904251809089e-27,4.805789364969282e-19,1.619391361897474e-33,1.1947327707922968e-29,2.2514971564291227e-21,1.619391361897474e-33,1.1947327707922968e-29,2.2514971564291227e-21,1.619391361897474e-33,6.2154432747359166e-24,1.0700627329385038e-19,1.619391361897474e-33,6.638208657507753e-06,6.638208426560438e-06,1.619391361897474e-33,-1.351711245606293e-26,2.7122642451558405e-18,1.619391361897474e-33,4.231405129956192e-17,9.264101675861024e-14,1.619391361897474e-33,4.009904251809089e-27,4.805789364969282e-19,1.619391361897474e-33,4.231405129956192e-17,9.264101675861024e-14,1.619391361897474e-33,4.885353751011715e-09,4.885515913252645e-09,1.619391361897474e-33,1.1947327707922968e-29,2.2514971564291227e-21,1.619391361897474e-33
2.4351648275776727e-31,2.3776668906225758e-23,5.098264221912922e-34,5.370190962987836e-27,3.7185610397157657e-19,5.098264221912922e-34,1.5999451815273172e-29,1.5595090601300265e-21,5.098264221912922e-34,1.5999451815273172e-29,1.5595090601300265e-21,5.098264221912922e-34,4.0148269082818215e-24,8.896532749040543e-20,5.098264221912922e-34,6.6393796516309425e-06,6.6393794405402896e-06,5.098264221912922e-34,2.0954363417437474e-26,2.1361894868479372e-18,5.098264221912922e-34,2.7393752687532127e-17,8.049111674241065e-14,5.098264221912922e-34,5.370190962987836e-27,3.7185610397157657e-19,5.098264221912922e-34,2.7393752687532127e-17,8.049111674241065e-14,5.098264221912922e-34,4.885286568721556e-09,4.885428700472857e-09,5.098264221912922e-34,1.5999451815273172e-29,1.5595090601300265e-21,5.098264221912922e-34
1.6647956632299443e-31,1.1533749852843355e-23,2.3629036504040986e-34,3.671351960107275e-27,2.425163748851764e-19,2.3629036504040986e-34,1.0937994463687161e-29,7.575808521596809e-22,2.3629036504040986e-34,1.0937994463687161e-29,7.575808521596809e-22,2.3629036504040986e-34,2.5893408619408364e-24,6.688593468126242e-20,2.3629036504040986e-34,6.640550505558968e-06,6.6405503198985295e-06,2.3629036504040986e-34,2.116656514560432e-26,1.4455847228473105e-18,2.3629036504040986e-34,1.7699166251439498e-17,6.511476402554542e-14,2.3629036504040986e-34,3.671351960107275e-27,2.425163748851764e-19,2.3629036504040986e-34,1.7699166251439498e-17,6.511476402554542e-14,2.3629036504040986e-34,4.885219414638172e-09,4.8853358879734126e-09,2.3629036504040986e-34,1.0937994463687161e-29,7.575808521596809e-22,2.3629036504040986e-34
8.876994149739323e-32,1.3994019542279323e-23,7.5671708055055115e-34,1.957642744708837e-27,2.7752224100571566e-19,7.5671708055055115e-34,5.832338355842684e-30,9.188891287319427e-22,7.5671708055055115e-34,5.832338355842684e-30,9.188891287319427e-22,7.5671708055055115e-34,1.6685630797108083e-24,7.40786013969973e-20,7.5671708055055115e-34,6.64172121931513e-06,6.641721023792635e-06,7.5671708055055115e-34,1.3853945357726283e-26,1.6625175887887997e-18,7.5671708055055115e-34,1.1421118064601641e-17,7.061309981322489e-14,7.5671708055055115e-34,1.957642744708837e-27,2.7752224100571566e-19,7.5671708055055115e-34,1.1421118064601641e-17,7.061309981322489e-14,7.5671708055055115e-34,4.885152282129488e-09,4.885278715987758e-09,7.5671708055055115e-34,5.832338355842684e-30,9.188891287319427e-22,7.5671708055055115e-34
3.963816718287583e-32,1.606113157790065e-23,1.2052725970627478e-33,8.74145742150214e-28,3.05659733083884e-19,1.2052725970627478e-33,2.6042960884595695e-30,1.054397690845863e-21,1.2052725970627478e-33,2.6042960884595695e-30,1.054397690845863e-21,1.2052725970627478e-33,1.0747419892886389e-24,7.967954357461623e-20,1.2052725970627478e-33,6.642891792920634e-06,6.642891590023656e-06,1.2052725970627478e-33,7.44699357918757e-27,1.838650076140578e-18,1.2052725970627478e-33,7.364102229360602e-18,7.470714051982185e-14,1.2052725970627478e-33,8.74145742150214e-28,3.05659733083884e-19,1.2052725970627478e-33,7.364102229360602e-18,7.470714051982185e-14,1.2052725970627478e-33,4.885085166701777e-09,4.885219048267215e-09,1.2052725970627478e-33,2.6042960884595695e-30,1.054397690845863e-21,1.2052725970627478e-33
1.4667876830493086e-32,1.7572065679045522e-23,1.1822086469917534e-33,3.23475798317754e-28,3.246911098790172e-19,1.1822086469917534e-33,9.637049124556696e-31,1.1534194939934437e-21,1.1822086469917534e-33,9.637049124556696e-31,1.1534194939934437e-21,1.1822086469917534e-33,6.921086997993497e-25,8.327036236456744e-20,1.1822086469917534e-33,6.644062226395233e-06,6.644062019082782e-06,1.1822086469917534e-33,3.4644417936905604e-27,1.960438442244715e-18,1.1822086469917534e-33,4.745837881926353e-18,7.712143002287111e-14,1.1822086469917534e-33,3.23475798317754e-28,3.246911098790172e-19,1.1822086469917534e-33,4.745837881926353e-18,7.712143002287111e-14,1.1822086469917534e-33,4.885018065335527e-09,4.885156406128974e-09,1.1822086469917534e-33,9.637049124556696e-31,1.1534194939934437e-21,1.1822086469917534e-33
4.001707982250971e-33,1.8363801565052204e-23,8.314174100319754e-34,8.825306613123363e-29,3.3237863015045214e-19,8.314174100319754e-34,2.6291918014654695e-31,1.2052674936666916e-21,8.314174100319754e-34,2.6291918014654695e-31,1.2052674936666916e-21,8.314174100319754e-34,4.4566352484124135e-25,8.443265891729941e-20,8.314174100319754e-34,6.645232519757692e-06,6.645232311461205e-06,8.314174100319754e-34,1.3937655701085633e-27,2.014338944443288e-18,8.314174100319754e-34,3.0575095169285557e-18,7.758051219990773e-14,8.314174100319754e-34,8.825306613123363e-29,3.3237863015045214e-19,8.314174100319754e-34,3.0575095169285557e-18,7.758051219990773e-14,8.314174100319754e-34,4.8849509760117e-09,4.885090310890225e-09,8.314174100319754e-34,2.6291918014654695e-31,1.2052674936666916e-21,8.314174100319754e-34
2.8233390020393723e-34,1.8273318955259038e-23,2.9686034979609023e-34,6.2281606177054126e-30,3.264845526575267e-19,2.9686034979609023e-34,1.8549856631987933e-32,1.1992546453576177e-21,2.9686034979609023e-34,1.8549856631987933e-32,1.1992546453576177e-21,2.9686034979609023e-34,2.86965517184506e-25,8.274803438326071e-20,2.9686034979609023e-34,6.646402673026112e-06,6.646402467650112e-06,2.9686034979609023e-34,4.588201416338652e-28,1.9868078400783795e-18,2.9686034979609023e-34,1.969405483210587e-18,7.580893092846683e-14,2.9686034979609023e-34,6.2281606177054126e-30,3.264845526575267e-19,2.9686034979609023e-34,1.969405483210587e-18,7.580893092846683e-14,2.9686034979609023e-34,4.884883897384088e-09,4.88502028386816e-09,2.9686034979609023e-34,1.8549856631987933e-32,1.1992546453576177e-21,2.9686034979609023e-34
-6.0321043472044014e-34,1.7137597569004317e-23,-1.4403317145962836e-36,-1.330174435126334e-29,3.0477113615957847e-19,-1.4403317145962836e-36,-3.963195184536266e-32,1.1246939045582311e-21,-1.4403317145962836e-36,-3.963195184536266e-32,1.1246939045582311e-21,-1.4403317145962836e-36,1.8477961473714827e-25,7.77980899129e-20,-1.4403317145962836e-36,6.647572686218145e-06,6.6475724881406945e-06,-1.4403317145962836e-36,9.594759816519177e-29,1.8643013864920714e-18,-1.4403317145962836e-36,1.2683727829188085e-18,7.153123008608356e-14,-1.4403317145962836e-36,-1.330174435126334e-29,3.0477113615957847e-19,-1.4403317145962836e-36,1.2683727829188085e-18,7.153123008608356e-14,-1.4403317145962836e-36,4.88481682855657e-09,4.88494584637997e-09,-1.4403317145962836e-36,-3.963195184536266e-32,1.1246939045582311e-21,-1.4403317145962836e-36
