BasalACh2_amici,BasalACh2_copasi,BasalACh2_tellurium,IntermediateACh_amici,IntermediateACh_copasi,IntermediateACh_tellurium,ActiveACh_amici,ActiveACh_copasi,ActiveACh_tellurium,Active_amici,Active_copasi,Active_tellurium,BasalACh_amici,BasalACh_copasi,BasalACh_tellurium,Basal_amici,Basal_copasi,Basal_tellurium,DesensitisedACh2_amici,DesensitisedACh2_copasi,DesensitisedACh2_tellurium,Desensitised_amici,Desensitised_copasi,Desensitised_tellurium,IntermediateACh2_amici,IntermediateACh2_copasi,IntermediateACh2_tellurium,DesensitisedACh_amici,DesensitisedACh_copasi,DesensitisedACh_tellurium,Intermediate_amici,Intermediate_copasi,Intermediate_tellurium,ActiveACh2_amici,ActiveACh2_copasi,ActiveACh2_tellurium
-4.90275694189819e-70,2.10976611520297e-25,4.578771458000665e-37,-1.080770632711047e-65,4.654233962337796e-21,4.578771458000665e-37,-3.2211883996965524e-68,1.386155483329009e-23,4.578771458000665e-37,-3.2211883996965524e-68,1.386155483329009e-23,4.578771458000665e-37,4.354335488081007e-46,2.42244486156707e-21,4.578771458000665e-37,6.7869622593482025e-06,6.786963189726928e-06,4.578771458000665e-37,8.942542942201332e-64,3.452683109144742e-20,4.578771458000665e-37,2.988600091003812e-39,3.1928582433918044e-15,4.578771458000665e-37,-1.080770632711047e-65,4.654233962337796e-21,4.578771458000665e-37,2.988600091003812e-39,3.1928582433918044e-15,4.578771458000665e-37,4.876826990588647e-09,4.876833056114648e-09,4.578771458000665e-37,-3.2211883996965524e-68,1.386155483329009e-23,4.578771458000665e-37
-1.1677174870456133e-70,2.165305244784748e-25,3.432266395533349e-37,-2.5730440546765045e-66,4.776757047311978e-21,3.432266395533349e-37,-7.672068620316762e-69,1.4226457244028597e-23,3.432266395533349e-37,-7.672068620316762e-69,1.4226457244028597e-23,3.432266395533349e-37,2.946223286819913e-46,2.4859621670112454e-21,3.432266395533349e-37,6.788115446672777e-06,6.788116413030746e-06,3.432266395533349e-37,4.565929441675867e-64,3.543437616547394e-20,3.432266395533349e-37,2.0221416579421497e-39,3.276970469570861e-15,3.432266395533349e-37,-2.5730440546765045e-66,4.776757047311978e-21,3.432266395533349e-37,2.0221416579421497e-39,3.276970469570861e-15,3.432266395533349e-37,4.8767608897196714e-09,4.876767114846717e-09,3.432266395533349e-37,-7.672068620316762e-69,1.4226457244028597e-23,3.432266395533349e-37
6.828534097667878e-71,2.218123633409199e-25,2.3201304639431885e-37,1.5068582778265023e-66,4.893277970916374e-21,2.3201304639431885e-37,4.486481431895283e-69,1.4573483880273165e-23,2.3201304639431885e-37,4.486481431895283e-69,1.4573483880273165e-23,2.3201304639431885e-37,1.993468734680564e-46,2.5464097020927667e-21,2.3201304639431885e-37,6.789268495953642e-06,6.789269498246341e-06,2.3201304639431885e-37,2.2596100231629596e-64,3.6297540940617336e-20,2.3201304639431885e-37,1.3682181490570701e-39,3.35707411387447e-15,2.3201304639431885e-37,1.5068582778265023e-66,4.893277970916374e-21,2.3201304639431885e-37,1.3682181490570701e-39,3.35707411387447e-15,2.3201304639431885e-37,4.876694796763382e-09,4.876701173819526e-09,2.3201304639431885e-37,4.486481431895283e-69,1.4573483880273165e-23,2.3201304639431885e-37
8.00434903879684e-71,2.2682212810763233e-25,1.242363663230183e-37,1.765636531211678e-66,5.0037967331509885e-21,1.242363663230183e-37,5.259003053844415e-69,1.4902634742023798e-23,1.242363663230183e-37,5.259003053844415e-69,1.4902634742023798e-23,1.242363663230183e-37,1.3488175230731142e-46,2.6037874668116333e-21,1.242363663230183e-37,6.790421407207323e-06,6.7904224453737146e-06,1.242363663230183e-37,1.1053439980717503e-64,3.711632541687764e-20,1.242363663230183e-37,9.25761504421126e-40,3.4331691763026305e-15,1.242363663230183e-37,1.765636531211678e-66,5.0037967331509885e-21,1.242363663230183e-37,9.25761504421126e-40,3.4331691763026305e-15,1.242363663230183e-37,4.876628711718831e-09,4.876635233033074e-09,1.242363663230183e-37,5.259003053844415e-69,1.4902634742023798e-23,1.242363663230183e-37
3.651428080738706e-71,2.31559818778612e-25,4.3189721610497647e-38,8.054694791080594e-67,5.108313334015818e-21,4.3189721610497647e-38,2.399055085980905e-69,1.5213909829280475e-23,4.3189721610497647e-38,2.399055085980905e-69,1.5213909829280475e-23,4.3189721610497647e-38,9.126346849079402e-47,2.6580954611678455e-21,4.3189721610497647e-38,6.791574180450342e-06,6.791575254412865e-06,4.3189721610497647e-38,5.500890010721171e-65,3.789072959425484e-20,4.3189721610497647e-38,6.263872202387506e-40,3.5052556568553437e-15,4.3189721610497647e-38,8.054694791080594e-67,5.108313334015818e-21,4.3189721610497647e-38,6.263872202387506e-40,3.5052556568553437e-15,4.3189721610497647e-38,4.876562634585072e-09,4.87656929248736e-09,4.3189721610497647e-38,2.399055085980905e-69,1.5213909829280475e-23,4.3189721610497647e-38
4.567350106251744e-72,2.3602543535385865e-25,-3.2610195547433115e-38,1.0084706237895548e-67,5.2068277735108575e-21,-3.2610195547433115e-38,3.000849225255284e-70,1.5507309142043204e-23,-3.2610195547433115e-38,3.000849225255284e-70,1.5507309142043204e-23,-3.2610195547433115e-38,6.175053732986416e-47,2.7093336851613993e-21,-3.2610195547433115e-38,6.79272681569922e-06,6.7927279253637945e-06,-3.2610195547433115e-38,2.830729445934799e-65,3.862075347274889e-20,-3.2610195547433115e-38,4.238250864878867e-40,3.573333555532604e-15,-3.2610195547433115e-38,1.0084706237895548e-67,5.2068277735108575e-21,-3.2610195547433115e-38,4.238250864878867e-40,3.573333555532604e-15,-3.2610195547433115e-38,4.876496565361158e-09,4.8765033521823855e-09,-3.2610195547433115e-38,3.000849225255284e-70,1.5507309142043204e-23,-3.2610195547433115e-38
-5.272901511890057e-72,2.4021897783337294e-25,-1.0350461207449124e-37,-1.162129485084433e-67,5.299340051636121e-21,-1.0350461207449124e-37,-3.464375104767102e-70,1.578283268031201e-23,-1.0350461207449124e-37,-3.464375104767102e-70,1.578283268031201e-23,-1.0350461207449124e-37,4.178154658795795e-47,2.7575021387923027e-21,-1.0350461207449124e-37,6.793879312970476e-06,6.793880458226502e-06,-1.0350461207449124e-37,1.4905429153180186e-65,3.9306397052359874e-20,-1.0350461207449124e-37,2.8676783007800458e-40,3.637402872334421e-15,-1.0350461207449124e-37,-1.162129485084433e-67,5.299340051636121e-21,-1.0350461207449124e-37,2.8676783007800458e-40,3.637402872334421e-15,-1.0350461207449124e-37,4.876430504046141e-09,4.876437412118149e-09,-1.0350461207449124e-37,-3.464375104767102e-70,1.578283268031201e-23,-1.0350461207449124e-37
-3.8534635770643906e-72,2.441404462171545e-25,-1.6949352797067192e-37,-8.494275991632453e-68,5.385850168391601e-21,-1.6949352797067192e-37,-2.5317855478516523e-70,1.6040480444086872e-23,-1.6949352797067192e-37,-2.5317855478516523e-70,1.6040480444086872e-23,-1.6949352797067192e-37,2.827016105068605e-47,2.802600822060552e-21,-1.6949352797067192e-37,6.795031672280626e-06,6.795032853000986e-06,-1.6949352797067192e-37,7.819094734590608e-66,3.994766033308776e-20,-1.6949352797067192e-37,1.9403237559416553e-40,3.69746360726079e-15,-1.6949352797067192e-37,-8.494275991632453e-68,5.385850168391601e-21,-1.6949352797067192e-37,1.9403237559416553e-40,3.69746360726079e-15,-1.6949352797067192e-37,4.876364450639075e-09,4.876371472294652e-09,-1.6949352797067192e-37,-2.5317855478516523e-70,1.6040480444086872e-23,-1.6949352797067192e-37
-7.764830844679606e-73,2.477898405052034e-25,-2.305769432359744e-37,-1.7105352629782229e-68,5.466358123777296e-21,-2.305769432359744e-37,-5.1015959320660025e-71,1.628025243336779e-23,-2.305769432359744e-37,-5.1015959320660025e-71,1.628025243336779e-23,-2.305769432359744e-37,1.9128109682326895e-47,2.844629734966147e-21,-2.305769432359744e-37,6.7961838936461855e-06,6.796185109687249e-06,-2.305769432359744e-37,4.000382172592467e-66,4.054454331493253e-20,-2.305769432359744e-37,1.3128586553266602e-40,3.7535157603117116e-15,-2.305769432359744e-37,-1.7105352629782229e-68,5.466358123777296e-21,-2.305769432359744e-37,1.3128586553266602e-40,3.7535157603117116e-15,-2.305769432359744e-37,4.876298405139014e-09,4.876305532711894e-09,-2.305769432359744e-37,-5.1015959320660025e-71,1.628025243336779e-23,-2.305769432359744e-37
6.279661564456398e-73,2.511671606975195e-25,-2.867548578704e-37,1.385698877485568e-68,5.5408639177932074e-21,-2.867548578704e-37,4.125860683802659e-71,1.6502148648154773e-23,-2.867548578704e-37,4.125860683802659e-71,1.6502148648154773e-23,-2.867548578704e-37,1.2942429983441591e-47,2.883588877509087e-21,-2.867548578704e-37,6.797335977083668e-06,6.797337228285289e-06,-2.867548578704e-37,1.9901814924492096e-66,4.1097045997894214e-20,-2.867548578704e-37,8.883042551987154e-41,3.805559331487185e-15,-2.867548578704e-37,1.385698877485568e-68,5.5408639177932074e-21,-2.867548578704e-37,8.883042551987154e-41,3.805559331487185e-15,-2.867548578704e-37,4.876232367545011e-09,4.876239593369874e-09,-2.867548578704e-37,4.125860683802659e-71,1.6502148648154773e-23,-2.867548578704e-37
6.521185564915587e-73,2.542724067941028e-25,-3.380272718739444e-37,1.438508212145372e-68,5.609367550439331e-21,-3.380272718739444e-37,4.284538250444362e-71,1.67061690884478e-23,-3.380272718739444e-37,4.284538250444362e-71,1.67061690884478e-23,-3.380272718739444e-37,8.757085601148285e-48,2.9194782496893708e-21,-3.380272718739444e-37,6.798487922609583e-06,6.798489208795107e-06,-3.380272718739444e-37,9.783382233467162e-67,4.160516838197276e-20,-3.380272718739444e-37,6.010429581300428e-41,3.853594320787206e-15,-3.380272718739444e-37,1.438508212145372e-68,5.609367550439331e-21,-3.380272718739444e-37,6.010429581300428e-41,3.853594320787206e-15,-3.380272718739444e-37,4.8761663378561194e-09,4.876173654268594e-09,-3.380272718739444e-37,4.284538250444362e-71,1.67061690884478e-23,-3.380272718739444e-37
2.7943869227295416e-73,2.5710557879495355e-25,-3.8439418524661435e-37,6.164441808045408e-69,5.671869021715676e-21,-3.8439418524661435e-37,1.835963871406818e-71,1.6892313754246897e-23,-3.8439418524661435e-37,1.835963871406818e-71,1.6892313754246897e-23,-3.8439418524661435e-37,5.925204797240356e-48,2.952297851507002e-21,-3.8439418524661435e-37,6.79963973024044e-06,6.799641051216704e-06,-3.8439418524661435e-37,4.8728183694392355e-67,4.206891046716822e-20,-3.8439418524661435e-37,4.0667669371558904e-41,3.8976207282117836e-15,-3.8439418524661435e-37,6.164441808045408e-69,5.671869021715676e-21,-3.8439418524661435e-37,4.0667669371558904e-41,3.8976207282117836e-15,-3.8439418524661435e-37,4.876100316071393e-09,4.876107715408051e-09,-3.8439418524661435e-37,1.835963871406818e-71,1.6892313754246897e-23,-3.8439418524661435e-37
2.609851653619823e-74,2.596666767000716e-25,-4.258555979884071e-37,5.7664844453763235e-70,5.728368331622237e-21,-4.258555979884071e-37,1.714736615037114e-72,1.706058264555205e-23,-4.258555979884071e-37,1.714736615037114e-72,1.706058264555205e-23,-4.258555979884071e-37,4.0091022845130304e-48,2.9820476829619793e-21,-4.258555979884071e-37,6.8007913999927455e-06,6.800792755550078e-06,-4.258555979884071e-37,2.4976136145834334e-67,4.248827225348058e-20,-4.258555979884071e-37,2.751649128807526e-41,3.9376385537609126e-15,-4.258555979884071e-37,5.7664844453763235e-70,5.728368331622237e-21,-4.258555979884071e-37,2.751649128807526e-41,3.9376385537609126e-15,-4.258555979884071e-37,4.876034302189885e-09,4.8760417767882485e-09,-4.258555979884071e-37,1.714736615037114e-72,1.706058264555205e-23,-4.258555979884071e-37
-4.5249970457572935e-74,2.619557005094569e-25,-4.624115100993223e-37,-9.972809667305841e-70,5.778865480159014e-21,-4.624115100993223e-37,-2.9729904678195857e-72,1.721097576236327e-23,-4.624115100993223e-37,-2.9729904678195857e-72,1.721097576236327e-23,-4.624115100993223e-37,2.7126321667688755e-48,3.008727744054302e-21,-4.624115100993223e-37,6.801942931883005e-06,6.80194432179523e-06,-4.624115100993223e-37,1.308050836936077e-67,4.286325374090983e-20,-4.624115100993223e-37,1.8618162892222258e-41,3.973647797434594e-15,-4.624115100993223e-37,-9.972809667305841e-70,5.778865480159014e-21,-4.624115100993223e-37,1.8618162892222258e-41,3.973647797434594e-15,-4.624115100993223e-37,4.87596829621065e-09,4.8759758384091845e-09,-4.624115100993223e-37,-2.9729904678195857e-72,1.721097576236327e-23,-4.624115100993223e-37
-2.9992281995222446e-74,2.6397265022310957e-25,-4.940619215793593e-37,-6.610927553444687e-70,5.8233604673260075e-21,-4.940619215793593e-37,-1.9705390224704088e-72,1.7343493104680547e-23,-4.940619215793593e-37,-1.9705390224704088e-72,1.7343493104680547e-23,-4.940619215793593e-37,1.8354166968037188e-48,3.03233803478397e-21,-4.940619215793593e-37,6.803094325927721e-06,6.803095749952161e-06,-4.940619215793593e-37,6.842619162069925e-68,4.319385492945599e-20,-4.940619215793593e-37,1.2597390628489848e-41,4.005648459232827e-15,-4.940619215793593e-37,-6.610927553444687e-70,5.8233604673260075e-21,-4.940619215793593e-37,1.2597390628489848e-41,4.005648459232827e-15,-4.940619215793593e-37,4.875902298132743e-09,4.875909900270859e-09,-4.940619215793593e-37,-1.9705390224704088e-72,1.7343493104680547e-23,-4.940619215793593e-37
-4.869294996481661e-75,2.657175258410294e-25,-5.208068324285176e-37,-1.0722242608611596e-70,5.861853293123214e-21,-5.208068324285176e-37,-3.199183091407894e-73,1.7458134672503874e-23,-5.208068324285176e-37,-3.199183091407894e-73,1.7458134672503874e-23,-5.208068324285176e-37,1.2418766142254363e-48,3.0528785551509827e-21,-5.208068324285176e-37,6.804245582143395e-06,6.804247040020868e-06,-5.208068324285176e-37,3.5058225332392108e-68,4.348007581911901e-20,-5.208068324285176e-37,8.523625642627865e-42,4.03364053915561e-15,-5.208068324285176e-37,-1.0722242608611596e-70,5.861853293123214e-21,-5.208068324285176e-37,8.523625642627865e-42,4.03364053915561e-15,-5.208068324285176e-37,4.875836307955217e-09,4.875843962373272e-09,-5.208068324285176e-37,-3.199183091407894e-73,1.7458134672503874e-23,-5.208068324285176e-37
5.672731548633805e-75,2.6719032736321664e-25,-5.426462426468001e-37,1.2517504302729055e-70,5.894343957550641e-21,-5.426462426468001e-37,3.727095416719592e-73,1.7554900465833263e-23,-5.426462426468001e-37,3.727095416719592e-73,1.7554900465833263e-23,-5.426462426468001e-37,8.402765037747239e-49,3.0703493051553425e-21,-5.426462426468001e-37,6.805396700546525e-06,6.805398192001354e-06,-5.426462426468001e-37,1.7519850616633367e-68,4.3721916409898964e-20,-5.426462426468001e-37,5.767241505661772e-42,4.057624037202948e-15,-5.426462426468001e-37,1.2517504302729055e-70,5.894343957550641e-21,-5.426462426468001e-37,5.767241505661772e-42,4.057624037202948e-15,-5.426462426468001e-37,4.875770325677127e-09,4.875778024716424e-09,-5.426462426468001e-37,3.727095416719592e-73,1.7554900465833263e-23,-5.426462426468001e-37
5.296590266085274e-75,2.6839105478967115e-25,-5.595801522342048e-37,1.168406249763746e-70,5.920832460608283e-21,-5.595801522342048e-37,3.4799572756673137e-73,1.7633790484668715e-23,-5.595801522342048e-37,3.4799572756673137e-73,1.7633790484668715e-23,-5.595801522342048e-37,5.685465002787298e-49,3.084750284797048e-21,-5.595801522342048e-37,6.806547681153609e-06,6.806549205893618e-06,-5.595801522342048e-37,8.650819175836548e-69,4.39193767017958e-20,-5.595801522342048e-37,3.902221423039099e-42,4.077598953374838e-15,-5.595801522342048e-37,1.168406249763746e-70,5.920832460608283e-21,-5.595801522342048e-37,3.902221423039099e-42,4.077598953374838e-15,-5.595801522342048e-37,4.8757043512975264e-09,4.875712087300315e-09,-5.595801522342048e-37,3.4799572756673137e-73,1.7633790484668715e-23,-5.595801522342048e-37
2.1305467964944816e-75,2.6931970812039297e-25,-5.716085611907321e-37,4.7002720592713864e-71,5.941318802296142e-21,-5.716085611907321e-37,1.3998090987416734e-73,1.769480472901023e-23,-5.716085611907321e-37,1.3998090987416734e-73,1.769480472901023e-23,-5.716085611907321e-37,3.846889940717079e-49,3.0960814940760987e-21,-5.716085611907321e-37,6.807698523981142e-06,6.807700081697659e-06,-5.716085611907321e-37,4.3133446046609654e-69,4.407245669480953e-20,-5.716085611907321e-37,2.6403146147905256e-42,4.093565287671277e-15,-5.716085611907321e-37,4.7002720592713864e-71,5.941318802296142e-21,-5.716085611907321e-37,2.6403146147905256e-42,4.093565287671277e-15,-5.716085611907321e-37,4.875638384815469e-09,4.8756461501249455e-09,-5.716085611907321e-37,1.3998090987416734e-73,1.769480472901023e-23,-5.716085611907321e-37
1.2885051711922259e-76,2.699762873553821e-25,-5.787314695163816e-37,2.851299553202263e-72,5.955802982614219e-21,-5.787314695163816e-37,8.465870559855819e-75,1.7737943198857798e-23,-5.787314695163816e-37,8.465870559855819e-75,1.7737943198857798e-23,-5.787314695163816e-37,2.6028763186010644e-49,3.104342932992495e-21,-5.787314695163816e-37,6.808849229045617e-06,6.808850819413478e-06,-5.787314695163816e-37,2.2038626767401254e-69,4.4181156388940163e-20,-5.787314695163816e-37,1.786485314215495e-42,4.1055230400922714e-15,-5.787314695163816e-37,2.851299553202263e-72,5.955802982614219e-21,-5.787314695163816e-37,1.786485314215495e-42,4.1055230400922714e-15,-5.787314695163816e-37,4.8755724262300125e-09,4.875580213190313e-09,-5.787314695163816e-37,8.465870559855819e-75,1.7737943198857798e-23,-5.787314695163816e-37
-3.823679812533842e-76,2.703607924946385e-25,-5.809488772111534e-37,-8.426956435553946e-72,5.964285001562509e-21,-5.809488772111534e-37,-2.512214261680729e-74,1.7763205894211422e-23,-5.809488772111534e-37,-2.512214261680729e-74,1.7763205894211422e-23,-5.809488772111534e-37,1.7611538760767117e-49,3.1095346015462366e-21,-5.809488772111534e-37,6.809999796363524e-06,6.810001419041076e-06,-5.809488772111534e-37,1.1487332401532313e-69,4.424547578418768e-20,-5.809488772111534e-37,1.2087687429480558e-42,4.113472210637816e-15,-5.809488772111534e-37,-8.426956435553946e-72,5.964285001562509e-21,-5.809488772111534e-37,1.2087687429480558e-42,4.113472210637816e-15,-5.809488772111534e-37,4.875506475540209e-09,4.875514276496421e-09,-5.809488772111534e-37,-2.512214261680729e-74,1.7763205894211422e-23,-5.809488772111534e-37
-2.3105797957608424e-76,2.704732235381622e-25,-5.782607842750482e-37,-5.092679774690105e-72,5.966764859141018e-21,-5.782607842750482e-37,-1.5180858784170527e-74,1.7770592815071112e-23,-5.782607842750482e-37,-1.5180858784170527e-74,1.7770592815071112e-23,-5.782607842750482e-37,1.1916290271091107e-49,3.111656499737324e-21,-5.782607842750482e-37,6.811150225951354e-06,6.8111518805804505e-06,-5.782607842750482e-37,5.992746318538073e-70,4.4265414880552104e-20,-5.782607842750482e-37,8.178751105881942e-43,4.117412799307913e-15,-5.782607842750482e-37,-5.092679774690105e-72,5.966764859141018e-21,-5.782607842750482e-37,8.178751105881942e-43,4.117412799307913e-15,-5.782607842750482e-37,4.875440532745114e-09,4.875448340043267e-09,-5.782607842750482e-37,-1.5180858784170527e-74,1.7770592815071112e-23,-5.782607842750482e-37
-2.764261332885527e-77,2.7031358048595318e-25,-5.706671907080651e-37,-6.082093837998219e-73,5.9632425553497414e-21,-5.706671907080651e-37,-1.8161432520385047e-75,1.7760103961436856e-23,-5.706671907080651e-37,-1.8161432520385047e-75,1.7760103961436856e-23,-5.706671907080651e-37,8.062780643632702e-50,3.1107086275657578e-21,-5.706671907080651e-37,6.812300517825592e-06,6.812302204031604e-06,-5.706671907080651e-37,3.073310152441353e-70,4.4240973678033416e-20,-5.706671907080651e-37,5.533893066164404e-43,4.117344806102563e-15,-5.706671907080651e-37,-6.082093837998219e-73,5.9632425553497414e-21,-5.706671907080651e-37,5.533893066164404e-43,4.117344806102563e-15,-5.706671907080651e-37,4.875374597843782e-09,4.875382403830853e-09,-5.706671907080651e-37,-1.8161432520385047e-75,1.7760103961436856e-23,-5.706671907080651e-37
5.050514623454224e-77,2.698818633380115e-25,-5.581680965102044e-37,1.1144433411037646e-72,5.953718090188682e-21,-5.581680965102044e-37,3.3182866044480696e-75,1.7731739333308665e-23,-5.581680965102044e-37,3.3182866044480696e-75,1.7731739333308665e-23,-5.581680965102044e-37,5.45542532352106e-50,3.1066909850315366e-21,-5.581680965102044e-37,6.813450672002725e-06,6.8134523893945344e-06,-5.581680965102044e-37,1.5416933540476805e-70,4.4172152176631634e-20,-5.581680965102044e-37,3.744333587278199e-43,4.113268231021763e-15,-5.581680965102044e-37,1.1144433411037646e-72,5.953718090188682e-21,-5.581680965102044e-37,3.744333587278199e-43,4.113268231021763e-15,-5.581680965102044e-37,4.875308670835268e-09,4.875316467859177e-09,-5.581680965102044e-37,3.3182866044480696e-75,1.7731739333308665e-23,-5.581680965102044e-37
4.288925026891045e-77,2.691780720943371e-25,-5.407635016814661e-37,9.461479142918645e-73,5.9381914636578394e-21,-5.407635016814661e-37,2.8179031642425164e-75,1.7685498930686528e-23,-5.407635016814661e-37,2.8179031642425164e-75,1.7685498930686528e-23,-5.407635016814661e-37,3.6912408728393254e-50,3.099603572134661e-21,-5.407635016814661e-37,6.814600688499235e-06,6.814602436669244e-06,-5.407635016814661e-37,7.64298429586521e-71,4.405895037634673e-20,-5.407635016814661e-37,2.5334848081076222e-43,4.105183074065516e-15,-5.407635016814661e-37,9.461479142918645e-73,5.9381914636578394e-21,-5.407635016814661e-37,2.5334848081076222e-43,4.105183074065516e-15,-5.407635016814661e-37,4.875242751718629e-09,4.8752505321282395e-09,-5.407635016814661e-37,2.8179031642425164e-75,1.7685498930686528e-23,-5.407635016814661e-37
1.6180143527209639e-77,2.6820220675493007e-25,-5.184534062218518e-37,3.569798015732579e-73,5.916662675757215e-21,-5.184534062218518e-37,1.0630661142088416e-75,1.7621382753570456e-23,-5.184534062218518e-37,1.0630661142088416e-75,1.7621382753570456e-23,-5.184534062218518e-37,2.4975613033459897e-50,3.089446388875132e-21,-5.184534062218518e-37,6.815750567331604e-06,6.81575234585573e-06,-5.184534062218518e-37,3.815559635859383e-71,4.390136827717874e-20,-5.184534062218518e-37,1.7142023068457448e-43,4.093089335233822e-15,-5.184534062218518e-37,3.569798015732579e-73,5.916662675757215e-21,-5.184534062218518e-37,1.7142023068457448e-43,4.093089335233822e-15,-5.184534062218518e-37,4.875176840492919e-09,4.875184596638041e-09,-5.184534062218518e-37,1.0630661142088416e-75,1.7621382753570456e-23,-5.184534062218518e-37
4.2275278568789226e-79,2.6695426731979025e-25,-4.912378101313585e-37,9.409585456513367e-75,5.8891317264868056e-21,-4.912378101313585e-37,2.7777089385927934e-77,1.7539390801960438e-23,-4.912378101313585e-37,2.7777089385927934e-77,1.7539390801960438e-23,-4.912378101313585e-37,1.689895804381082e-50,3.0762194352529474e-21,-4.912378101313585e-37,6.816900308516311e-06,6.816902116953995e-06,-4.912378101313585e-37,1.9446651856617755e-71,4.3699405879127644e-20,-4.912378101313585e-37,1.1598607338759166e-43,4.076987014526681e-15,-4.912378101313585e-37,9.409585456513367e-75,5.8891317264868056e-21,-4.912378101313585e-37,1.1598607338759166e-43,4.076987014526681e-15,-4.912378101313585e-37,4.875110937157193e-09,4.875118661388582e-09,-4.912378101313585e-37,2.7777089385927934e-77,1.7539390801960438e-23,-4.912378101313585e-37
-3.1882020746574825e-78,2.654342537889177e-25,-4.591167134099876e-37,-7.026204940332179e-74,5.85559861584661e-21,-4.591167134099876e-37,-2.0946955771976918e-76,1.743952307585648e-23,-4.591167134099876e-37,-2.0946955771976918e-76,1.743952307585648e-23,-4.591167134099876e-37,1.1434145083201477e-50,3.0599227112681087e-21,-4.591167134099876e-37,6.818049912069833e-06,6.818051749964037e-06,-4.591167134099876e-37,1.0094283314152918e-71,4.345306318219344e-20,-4.591167134099876e-37,7.847830542607226e-44,4.0568761119440906e-15,-4.591167134099876e-37,-7.026204940332179e-74,5.85559861584661e-21,-4.591167134099876e-37,7.847830542607226e-44,4.0568761119440906e-15,-4.591167134099876e-37,4.875045041710507e-09,4.875052726379861e-09,-4.591167134099876e-37,-2.0946955771976918e-76,1.743952307585648e-23,-4.591167134099876e-37
-1.7604887861736418e-78,2.636421661623125e-25,-4.220901160577389e-37,-3.879933992537395e-74,5.816063343836633e-21,-4.220901160577389e-37,-1.1566672321352332e-76,1.732177957525858e-23,-4.220901160577389e-37,-1.1566672321352332e-76,1.732177957525858e-23,-4.220901160577389e-37,7.736552362859033e-51,3.040556216920616e-21,-4.220901160577389e-37,6.819199378008646e-06,6.819201244885857e-06,-4.220901160577389e-37,5.25211899724703e-72,4.316234018637613e-20,-4.220901160577389e-37,5.309986141152325e-44,4.0327566274860505e-15,-4.220901160577389e-37,-3.879933992537395e-74,5.816063343836633e-21,-4.220901160577389e-37,5.309986141152325e-44,4.0327566274860505e-15,-4.220901160577389e-37,4.874979154151917e-09,4.87498679161188e-09,-4.220901160577389e-37,-1.1566672321352332e-76,1.732177957525858e-23,-4.220901160577389e-37
-1.2664209329371292e-79,2.6157800443997452e-25,-3.801580180746127e-37,-2.780703215889747e-75,5.770525910456872e-21,-3.801580180746127e-37,-8.320393723868721e-78,1.7186160300166738e-23,-3.801580180746127e-37,-8.320393723868721e-78,1.7186160300166738e-23,-3.801580180746127e-37,5.23469328294555e-51,3.0181199522104688e-21,-3.801580180746127e-37,6.820348706349222e-06,6.820350601719455e-06,-3.801580180746127e-37,2.6949919000658564e-72,4.282723689167571e-20,-3.801580180746127e-37,3.5928340534558006e-44,4.0046285611525645e-15,-3.801580180746127e-37,-2.780703215889747e-75,5.770525910456872e-21,-3.801580180746127e-37,3.5928340534558006e-44,4.0046285611525645e-15,-3.801580180746127e-37,4.874913274480478e-09,4.874920857084636e-09,-3.801580180746127e-37,-8.320393723868721e-78,1.7186160300166738e-23,-3.801580180746127e-37
4.4425469953067646e-79,2.5924176862190404e-25,-3.333204194606124e-37,9.802896523395086e-75,5.718986315707331e-21,-3.333204194606124e-37,2.918840017022514e-77,1.7032665250580967e-23,-3.333204194606124e-37,2.918840017022514e-77,1.7032665250580967e-23,-3.333204194606124e-37,3.5418895240811913e-51,2.9926139171376686e-21,-3.333204194606124e-37,6.821497897108034e-06,6.821499820464832e-06,-3.333204194606124e-37,1.356244774995334e-72,4.244775329809221e-20,-3.333204194606124e-37,2.4309774437322203e-44,3.972491912943632e-15,-3.333204194606124e-37,9.802896523395086e-75,5.718986315707331e-21,-3.333204194606124e-37,2.4309774437322203e-44,3.972491912943632e-15,-3.333204194606124e-37,4.874847402695246e-09,4.874854922798132e-09,-3.333204194606124e-37,2.918840017022514e-77,1.7032665250580967e-23,-3.333204194606124e-37
3.462690918129184e-79,2.566334587081007e-25,-2.815773202157312e-37,7.639043362662071e-75,5.661444559588003e-21,-2.815773202157312e-37,2.2750525019494405e-77,1.6861294426501244e-23,-2.815773202157312e-37,2.2750525019494405e-77,1.6861294426501244e-23,-2.815773202157312e-37,2.3965074404009204e-51,2.964038111702213e-21,-2.815773202157312e-37,6.8226469503015505e-06,6.822648901121986e-06,-2.815773202157312e-37,6.747759605332832e-73,4.202388940562559e-20,-2.815773202157312e-37,1.6448439432515467e-44,3.93634668285925e-15,-2.815773202157312e-37,7.639043362662071e-75,5.661444559588003e-21,-2.815773202157312e-37,1.6448439432515467e-44,3.93634668285925e-15,-2.815773202157312e-37,4.8747815387952774e-09,4.874788988752366e-09,-2.815773202157312e-37,2.2750525019494405e-77,1.6861294426501244e-23,-2.815773202157312e-37
